原始位置,回收数据位置,回收元数据位置,文件数,逻辑字节,回收UTC时间,内容核验
F:\Documents\楚物志\artifacts\ai-difficulty-matrix-final.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RU0U48D.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IU0U48D.log,1,0,2026-09-17T20:01:58.3930000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-matrix-r20.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R73SEUF.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I73SEUF.log,1,0,2026-09-17T20:01:58.5900000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-matrix-r20b.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RTM0TU8.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ITM0TU8.log,1,0,2026-09-17T20:01:58.7940000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-pilot.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RP08QRX.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IP08QRX.json,1,215406,2026-09-17T20:01:58.9830000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-pilot.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RSNJ41D.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ISNJ41D.log,1,678725,2026-09-17T20:01:59.1740000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-recovered-final.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RTA700Z.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ITA700Z.log,1,247,2026-09-17T20:01:59.3780000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-review.patch,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RMNEQ1R.patch,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IMNEQ1R.patch,1,70513,2026-09-17T20:01:59.5930000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-six-seat-gui.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R7F4SWR.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I7F4SWR.log,1,2560,2026-09-17T20:01:59.7770000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests-final.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RB3CLLQ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IB3CLLQ.log,1,21146,2026-09-17T20:02:00.0440000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R5TQTYY.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I5TQTYY.log,1,15998,2026-09-17T20:02:00.2600000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests10.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R202WTC.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I202WTC.log,1,17361,2026-09-17T20:02:00.4610000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests11.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RRS0Z5X.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IRS0Z5X.log,1,17410,2026-09-17T20:02:00.6650000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests12.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RGM5DNZ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IGM5DNZ.log,1,55136,2026-09-17T20:02:00.8660000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests13.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R9EF3H1.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I9EF3H1.log,1,17607,2026-09-17T20:02:01.0850000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests14.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R47OMJ0.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I47OMJ0.log,1,17607,2026-09-17T20:02:01.2850000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests15.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RHYOCFF.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IHYOCFF.log,1,17606,2026-09-17T20:02:01.5000000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests16.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R35QMLA.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I35QMLA.log,1,17606,2026-09-17T20:02:01.7030000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests17.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RSQWUQ1.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ISQWUQ1.log,1,17606,2026-09-17T20:02:01.9930000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests18.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R1YT0LT.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I1YT0LT.log,1,17674,2026-09-17T20:02:02.2480000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests19.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RN6029O.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IN6029O.log,1,114058,2026-09-17T20:02:02.4940000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests2.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RN3NCRY.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IN3NCRY.log,1,34150,2026-09-17T20:02:02.7380000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests3.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RDCBS8B.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IDCBS8B.log,1,16698,2026-09-17T20:02:02.9590000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests4.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RKCYDLN.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IKCYDLN.log,1,16698,2026-09-17T20:02:03.2070000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests5.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RZDZIYX.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IZDZIYX.log,1,16698,2026-09-17T20:02:03.4370000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests6.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R4LE616.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I4LE616.log,1,16698,2026-09-17T20:02:03.6400000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests7.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RGYMMOL.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IGYMMOL.log,1,19036,2026-09-17T20:02:03.8700000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests8.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$ROMRBTZ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IOMRBTZ.log,1,16878,2026-09-17T20:02:04.1120000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-difficulty-tests9.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R66OY1E.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I66OY1E.log,1,17361,2026-09-17T20:02:04.3200000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-final-import.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RWQ3P4R.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IWQ3P4R.log,1,1725,2026-09-17T20:02:04.5180000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-gui,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RZABBJY,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IZABBJY,9,4026397,2026-09-17T20:02:04.7630000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-gui-final.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RVHSJJL.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IVHSJJL.log,1,12452,2026-09-17T20:02:05.5160000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-gui-interactions-final.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R2SX3MV.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I2SX3MV.log,1,2863,2026-09-17T20:02:05.7320000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-gui-interactions-final2.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R00PGJK.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I00PGJK.log,1,2435,2026-09-17T20:02:05.9440000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-gui-interactions.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RJHPMSL.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IJHPMSL.log,1,2863,2026-09-17T20:02:06.1420000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-gui.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RO0HQ92.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IO0HQ92.log,1,5656,2026-09-17T20:02:06.3350000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-import.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RX2GNHE.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IX2GNHE.log,1,2427,2026-09-17T20:02:06.5270000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-import2.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R8P276B.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I8P276B.log,1,2256,2026-09-17T20:02:06.7450000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-import3.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RCFQHI4.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ICFQHI4.log,1,1818,2026-09-17T20:02:06.9620000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-interaction-final-tier0.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RSWEJ8E.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ISWEJ8E.log,1,396952,2026-09-17T20:02:07.1560000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-interaction-final-tier1.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RD1WMZZ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ID1WMZZ.log,1,2435,2026-09-17T20:02:07.3680000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-interaction-final-tier2.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RP6XT5W.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IP6XT5W.log,1,2435,2026-09-17T20:02:07.5720000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-interaction-tier0.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RXFQXC4.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IXFQXC4.log,1,2435,2026-09-17T20:02:07.7600000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-interaction-tier1.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$ROQVN4F.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IOQVN4F.log,1,2435,2026-09-17T20:02:07.9910000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-interaction-tier2.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RDUYHJ2.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IDUYHJ2.log,1,2435,2026-09-17T20:02:08.2060000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-matches.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RIO49XD.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IIO49XD.json,1,365783,2026-09-17T20:02:08.4250000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r10.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R79WKCZ.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I79WKCZ.json,1,188793,2026-09-17T20:02:08.6620000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r10.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RMF8NA7.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IMF8NA7.log,1,722518,2026-09-17T20:02:08.8970000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r12.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RWB9MHK.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IWB9MHK.json,1,181816,2026-09-17T20:02:09.0970000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r12.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RP66QAZ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IP66QAZ.log,1,583395,2026-09-17T20:02:09.3200000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r13.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$REFAI38.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IEFAI38.json,1,599679,2026-09-17T20:02:09.6030000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r13.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R9DLM9O.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I9DLM9O.log,1,2069152,2026-09-17T20:02:09.8470000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r15.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R77LX6D.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I77LX6D.json,1,230168,2026-09-17T20:02:10.0660000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r15.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RTA3BEC.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ITA3BEC.log,1,823185,2026-09-17T20:02:10.3150000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-mixed-r9.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RRANBLN.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IRANBLN.log,1,1021834,2026-09-17T20:02:10.5310000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-next-stage,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R16AJG3,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I16AJG3,7649,2328861896,2026-09-17T20:02:21.2480000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-0.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RXVZ0WU.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IXVZ0WU.json,1,1362600,2026-09-17T20:02:29.3740000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-0.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RS06BIV.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IS06BIV.log,1,6425427,2026-09-17T20:02:29.5980000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-324.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RMI9UH5.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IMI9UH5.json,1,1399053,2026-09-17T20:02:29.8680000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-324.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RKU72FH.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IKU72FH.log,1,6607377,2026-09-17T20:02:30.1020000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-648.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R1877ZY.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I1877ZY.json,1,1395628,2026-09-17T20:02:30.3240000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-648.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RNS1CFS.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$INS1CFS.log,1,6832699,2026-09-17T20:02:30.5430000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-final-0.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RATQDXP.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IATQDXP.json,1,1852669,2026-09-17T20:02:30.7560000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-final-0.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R4PPRSL.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I4PPRSL.log,1,6246782,2026-09-17T20:02:31.0120000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-final-324.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R6QUTNX.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I6QUTNX.json,1,1864773,2026-09-17T20:02:31.2490000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-final-324.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R5I5AWD.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I5I5AWD.log,1,6303167,2026-09-17T20:02:31.4720000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-final-648.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RWKW9TP.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IWKW9TP.json,1,1855461,2026-09-17T20:02:31.7310000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-normal-final-648.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R2LAC3D.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I2LAC3D.log,1,6266863,2026-09-17T20:02:31.9580000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-outlier-203.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R5W1Y5L.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I5W1Y5L.json,1,12645,2026-09-17T20:02:32.2190000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-outlier-203.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RIS9JJZ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IIS9JJZ.log,1,52513,2026-09-17T20:02:32.4580000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-outlier-789.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RO6SXZD.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IO6SXZD.json,1,6606,2026-09-17T20:02:32.7300000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-outlier-789.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RD1AG14.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ID1AG14.log,1,26801,2026-09-17T20:02:32.9350000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-outlier-848.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RGUYYNS.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IGUYYNS.json,1,10265,2026-09-17T20:02:33.1540000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-outlier-848.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RBAVLI0.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IBAVLI0.log,1,42773,2026-09-17T20:02:33.3550000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-pair-01-seed910017-rejected.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RBXBS5Y.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IBXBS5Y.json,1,1190018,2026-09-17T20:02:33.5720000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-pair-12-seed910017-rejected.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R9JZBWC.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I9JZBWC.json,1,1164878,2026-09-17T20:02:33.7910000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-phase-move-v4,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RP8QREW,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IP8QREW,7578,2161307880,2026-09-17T20:02:43.0940000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-pilot.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RBMDDRJ.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IBMDDRJ.log,1,2058011,2026-09-17T20:02:52.7750000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-planning-pilot.json,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RWLEGKM.json,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IWLEGKM.json,1,145367,2026-09-17T20:02:53.0340000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-planning-pilot.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R1EU5W1.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I1EU5W1.log,1,659666,2026-09-17T20:02:53.2620000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-runtime.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RFAEM21.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IFAEM21.log,1,948,2026-09-17T20:02:53.4950000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-smoke.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RFM4AGK.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$IFM4AGK.log,1,86597,2026-09-17T20:02:53.7450000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-smoke2.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R9GAXQ6.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I9GAXQ6.log,1,46167,2026-09-17T20:02:53.9990000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-smoke3.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$RSRGO9X.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$ISRGO9X.log,1,515774,2026-09-17T20:02:54.2490000Z,SHA-256全部一致
F:\Documents\楚物志\artifacts\ai-smoke4.log,F:\$Recycle.Bin\S-1-5-21-1942464140-2856953516-1393776520-1001\$R5LKD63.log,F:\$RECYCLE.BIN\S-1-5-21-1942464140-2856953516-1393776520-1001\$I5LKD63.log,1,103296,2026-09-17T20:02:54.5450000Z,SHA-256全部一致
